city,lat,lng
Tarsus,36.9204,34.88
Tatvan,38.5066,42.2816
Nusaybin,37.075,41.2184
Ordu,41.0004,37.8699
Siirt,37.944,41.933
Eregli,37.5063,34.0517
Sanliurfa,37.17,38.795
Port-of-Spain,10.652,-61.517
Arima,10.6374,-61.2823
Aranguez,10.6472,-61.4461
Chaguanas,10.5167,-61.4167
Couva,10.4232,-61.4618
Debe,10.2085,-61.4527
Diego Martin,10.7208,-61.5662
Point Fortin,10.1741,-61.6841
Princes Town,10.2718,-61.371
Rio Claro,10.3059,-61.1756
San Fernando,10.2805,-61.4594
Sangre Grande,10.5871,-61.1322
Scarborough,11.1811,-60.7333
Siparia,10.1453,-61.5074
Tunapuna,10.6524,-61.3888
Funafuti,-8.5167,179.2166
Taipei,25.0358,121.5683
Magong,23.5667,119.5833
Pingtung,22.6817,120.4817
Bade,24.9575,121.2989
Hualien,23.9837,121.6
Miaoli,24.57,120.82
Zhubei,24.8333,121.0119
Yangmei,24.9167,121.15
Taitung,22.7554,121.14
Taoyuan,24.9889,121.3111
Pingzhen,24.9439,121.2161
Zhongli,24.965,121.2168
Taibao,23.45,120.3333
Yilan,24.75,121.75
Changhua,24.0734,120.5134
Nantou,23.9167,120.6833
Douliou,23.7075,120.5439
Puzi,23.4611,120.2419
Hsinchu,24.8168,120.9767
Chiayi,23.4755,120.4351
Banqiao,25.0143,121.4672
Taichung,24.1521,120.6817
Keelung,25.1333,121.7333
Tainan,23,120.2
Kaohsiung,22.6333,120.2666
Jincheng,24.4341,118.3171
Nangan,26.1504,119.9328
Sumbawanga,-7.9596,31.62
Mtwara,-10.2696,40.19
Koani,-6.1333,39.2833
Mbeya,-8.89,33.43
Zanzibar,-6.16,39.2
Uvinza,-5.1196,30.39
Musoma,-1.4896,33.8
Tanga,-5.07,39.09
Kigoma,-4.8796,29.61
Kakonko,-3.2796,30.96
Moshi,-3.3396,37.34
Arusha,-3.36,36.67
Lindi,-10,39.7
Kilindoni,-7.9163,39.65
Kibiti,-7.7296,38.95
Mikumi,-7.3996,36.98
Chake Chake,-5.2395,39.77
Kasulu,-4.5796,30.1
Biharamulo,-2.6296,31.31
Bukoba,-1.3196,31.8
Iringa,-7.7696,35.69
Songea,-10.68,35.65
Ngara,-2.4695,30.65
Mwanza,-2.52,32.93
Wete,-5.0635,39.7258
Babati,-4.2195,35.75
Singida,-4.8196,34.74
Morogoro,-6.82,37.66
Tabora,-5.02,32.8
Dodoma,-6.1833,35.75
Dar es Salaam,-6.8,39.2683
Ifakara,-8.1296,36.68
Tunduma,-9.2846,32.7749
Tunduru,-11.0896,37.37
Itigi,-5.6996,34.48
Masasi,-10.7296,38.7999
Kipili,-7.4329,30.6
Tukuyu,-9.2496,33.64
Manyoni,-5.7796,34.9
Mbamba Bay,-11.2829,34.7666
Nzega,-4.2096,33.18
Ngorongoro,-3.2496,35.52
Kanyato,-4.4565,30.2614
Kilosa,-6.8396,36.99
Same,-4.0696,37.72
Sikonge,-5.6295,32.77
Korogwe,-5.0896,38.54
Bagamoyo,-6.4396,38.89
Kibaha,-6.7667,38.9167
Mpwapwa,-6.3496,36.48
Oldeani,-3.3496,35.55
Karema,-6.8162,30.4333
Nyahanga,-2.3829,33.55
Mbulu,-3.8496,35.53
Kahama,-3.8196,32.58
Shinyanga,-3.6596,33.42
Vwawa,-9.1081,32.9347
Bariadi,-2.8069,33.9878
Geita,-2.8662,32.1666
Mahonda,-5.9897,39.2519
Mkokotoni,-5.879,39.26
Mpanda,-6.3596,31.05
Njombe,-9.3296,34.77
Uzhgorod,48.63,22.25
Kiev,50.4334,30.5166
Ivano-Frankivsk,48.9348,24.7094
Kherson,46.6325,32.6007
Donetsk,48,37.83
Khmelnytskyy,49.4249,27.0015
Makiyivka,48.0297,37.9746
Mykolayiv,46.9677,31.9843
Lvov,49.835,24.03
Odessa,46.49,30.71
Kharkiv,50,36.25
Zaporizhzhya,47.8573,35.1768
Luhansk,48.5698,39.3344
Sumy,50.9243,34.7809
Ternopil,49.536,25.5821
Poltava,49.574,34.5703
Vinnytsya,49.2254,28.4816
Simferopol,44.9572,34.1108
Lutsk,50.7472,25.3334
Chernivtsi,48.3053,25.9216
Cherkasy,49.4347,32.0709
Mariupol,47.0962,37.5562
Chernobyl,51.3894,30.0989
Zhytomyr,50.2456,28.6622
Horlivka,48.2996,38.0547
Kramatorsk,48.7194,37.5344
Lysychansk,48.9204,38.4274
Melitopol,46.8378,35.3775
Chernihiv,51.5049,31.3015
Nizhyn,51.0541,31.8903
Berdyansk,46.7568,36.7868
Kovel,51.2171,24.7166
Kupyansk,49.7218,37.5981
Nikopol,47.5666,34.4062
Rivne,50.6166,26.2528
Uman,48.7543,30.2109
Drohobych,49.3444,23.4994
Konotop,51.2424,33.209
Voznesensk,47.5504,31.3333
Korosten,50.9504,28.65
Kamyanets-Podilskyy,48.6843,26.5809
Shostka,51.8734,33.4797
Kryvyy Rih,47.9283,33.345
Izmayil,45.3503,28.8374
Bila Tserkva,49.7743,30.1309
Brovary,50.4943,30.7809
Sevastopol,44.5883,33.5224
Kremenchuk,49.0835,33.4296
Kirovohrad,48.5041,32.2603
Dnipro,48.48,35
Illichivsk,46.3,30.6666
Rukungiri,-0.8411,29.9419
Kanungu,-0.9575,29.7897
Katwe,-0.1296,29.92
Kumi,1.4608,33.9361
Bugiri,0.5714,33.7417
Kasese,0.2325,29.9883
Kibale,0.8,31.0667
Kiboga,0.9161,31.7742
Bushenyi,-0.5853,30.2114
Hoima,1.4356,31.3436
Kayunga,0.7025,32.8886
Jinja,0.4404,33.1999
Nakapiripirit,1.9167,34.7833
Kyenjojo,0.6328,30.6214
Kalangala,-0.3089,32.225
Mukono,0.3533,32.7553
Sembabule,-0.0772,31.4567
Kamwenge,0.2111,30.4208
Wakiso,0.4044,32.4594
Ntungamo,-0.8794,30.2642
Nakasongola,1.3089,32.4564
Kabale,-1.2496,29.98
Masindi,1.6744,31.715
Kaabong,3.5204,34.12
Rakai,-0.72,31.4839
Isingiro,-0.8686,30.8302
Masindi-Port,1.7004,32.0699
Zombo,2.5135,30.9091
Pallisa,1.145,33.7094
Luwero,0.8492,32.4731
Kotido,2.9806,34.1331
Lira,2.2604,32.89
Mubende,0.5904,31.37
Buikwe,0.3375,33.0106
Lamwo,3.5297,32.8016
Agago,2.8338,33.3336
Napak,2.2514,34.2501
Luuka Town,0.7008,33.3002
Otuke,2.5004,33.5007
Alebtong,2.2447,33.2547
Amuria,2.0036,33.6511
Kole,2.4002,32.8003
Oyam,2.235,32.385
Abim,2.7017,33.6761
Binyin,1.4167,34.5333
Bulambuli,1.1667,34.3833
Bududa,1.0112,34.3311
Amudat,1.95,34.95
Bukwa,1.2592,34.7539
Kapchorwa,1.3965,34.4509
Masaka,-0.3296,31.73
Mbale,1.0904,34.17
Mbarara,-0.5996,30.65
Tororo,0.7104,34.17
Sironko,1.25,34.3
Rubirizi,-0.2989,30.1336
Mitoma,-0.6842,30.07
Ntoroko,1.0411,30.4811
Kanoni,0.1772,31.8811
Kibingo,-0.626,30.4359
Nakaseke,0.7517,32.385
Ibanda,-0.1539,30.5319
Namayingo,0.2398,33.8849
Kitamilo,0.2222,33.2061
Kyegegwa,0.5022,31.0414
Lwengo,-0.4161,31.4081
Bukomansimbi,-0.1578,31.6042
Kalungu,-0.1667,31.7569
Kiruhura,-0.2356,30.8725
Lyantonde,-0.4031,31.1572
Buyende,1.1517,33.155
Ngora,1.4314,33.7772
Kibuku,1.0433,33.7975
Buhweju,-0.3503,30.3003
Bukedea,1.3169,34.0506
Kampala,0.3167,32.5833
Nebbi,2.4758,31.1025
Bombo,0.5833,32.5333
Koboko,3.4136,30.9599
Arua,3.0204,30.9
Maracha,3.2704,30.9553
Yumbe,3.4651,31.2469
Bulisa,2.1178,31.4116
Kiryandongo,1.8763,32.0622
Gulu,2.78,32.28
Adjumani,3.3614,31.8097
Moyo,3.6504,31.72
Nwoya,2.6342,32.0011
Amuru,2.8139,31.9387
Kisoro,-1.3539,29.6983
Kitgum,3.3004,32.87
Pader,3.05,33.2167
Katakwi,1.8911,33.9661
Entebbe,0.0604,32.46
Moroto,2.5403,34.64
Mayuge,0.4578,33.4806
Mityana,0.4004,32.05
Bundibugyo,0.7085,30.0634
Fort Portal,0.671,30.275
Manafwa,0.9784,34.3743
Namutumba,0.8363,33.6858
Butaleja,0.9166,33.9563
Kaliro,0.8949,33.5048
Gombe,0.1818,32.1158
Soroti,1.7104,33.6
Amolatar,1.6378,32.8448
Apac,1.9845,32.534
Mpigi,0.225,32.3136
Kamuli,0.9472,33.1197
Iganga,0.6092,33.4686
Kyankwanzi,1.1987,31.8062
Busia,0.4544,34.0758
Kagadi,0.9378,30.8089
Mparo,-1.1647,30.0378
Bupoto,0.9061,34.3578
Butebo,1.1942,33.9222
Kakumiro,0.7806,31.3236
Kibiito,0.4772,30.1925
Pakwach,2.4704,31.48
Palenga,2.6131,32.3369
Rubanda,-1.1883,29.8461
Kasaali,-0.6167,31.55
Dokolo,1.9167,33.172
Serere,1.518,33.4589
Kaberamaido,1.7389,33.1594
Trinidad,-33.544,-56.901
Paso de los Toros,-32.81,-56.51
Santa Lucia,-34.47,-56.4
Tranqueras,-31.2,-55.75
Montevideo,-34.858,-56.1711
Vergara,-32.93,-53.95
Jose Batlle y Ordonez,-33.47,-55.12
La Paloma,-34.67,-54.17
Castillos,-34.1696,-53.83
Lascano,-33.6696,-54.2
Punta del Este,-34.97,-54.95
Aigua,-34.2,-54.75
Carmelo,-33.9896,-58.3
Artigas,-30.416,-56.486
Canelones,-34.538,-56.284
Durazno,-33.41,-56.51
Florida,-34.099,-56.215
Fray Bentos,-33.139,-58.304
Maldonado,-34.91,-54.96
Melo,-32.3595,-54.18
Mercedes,-33.2595,-58.03
Minas,-34.37,-55.23
Paysandu,-32.33,-58.08
Rivera,-30.8996,-55.56
Rocha,-34.483,-54.333
Salto,-31.3903,-57.9687
Tacuarembo,-31.71,-55.98
Treinta y Tres,-33.23,-54.38
Trinidad,-33.5169,-56.8981
Bella Union,-30.2596,-57.6
Baltasar Brum,-30.73,-57.32
San Jose de Mayo,-34.35,-56.71
Colonia del Sacramento,-34.48,-57.84
Urgut,39.4007,67.2607
Qoqon,40.5404,70.94
Iskandar,41.5507,69.6807
Shahrisabz,39.0618,66.8315
Olmaliq,40.8504,69.595
Fargona,40.39,71.78
Chirchiq,41.455,69.56
Angren,41.0304,70.1549
Guliston,40.4957,68.7907
Qunghirot,43.0704,58.9
Tashkent,41.3117,69.2949
Muynoq,43.7683,59.0214
Jizzax,40.1004,67.83
Khiwa,41.3911,60.3557
Nukus,42.47,59.615
Kogon,39.7211,64.5458
Khujayli,42.4047,59.4517
Zarafshon,41.5822,64.2018
Navoi,40.1104,65.355
Chimboy,42.9311,59.7708
Andijon,40.79,72.34
Urgentch,41.56,60.64
Namangan,41,71.67
Navoiy,40.1,65.3667
Qarshi,38.8704,65.8
Termiz,37.2329,67.2729
Denow,38.2772,67.8872
Kattaqorgon,39.9007,66.2608
Samarqand,39.67,66.945
Bukhara,39.78,64.43
Kingstown,13.1483,-61.2121
Chaguaramas,9.2159,-63.7523
El Dorado,6.7333,-61.6333
El Manteco,7.3504,-62.5333
Caracas,10.501,-66.917
Barcelona,10.1304,-64.72
Barinas,8.6,-70.25
Barquisimeto,10.05,-69.3
Ciudad Bolivar,8.1,-63.6
Coro,11.42,-69.68
Cumana,10.45,-64.18
Guanare,9.05,-69.75
La Guaira,10.6004,-66.93
Los Teques,10.42,-67.02
Maracaibo,10.73,-71.66
Maracay,10.2469,-67.5958
Maturin,9.75,-63.17
Merida,8.4,-71.13
San Carlos,9.658,-68.59
San Cristobal,7.77,-72.25
San Felipe,10.336,-68.746
San Fernando de Apure,7.9,-67.4699
San Juan De Los Morros,9.901,-67.354
Trujillo,9.3804,-70.44
Tucupita,9.0605,-62.06
Valencia,10.23,-67.98
Puerto Ayacucho,5.6639,-67.6236
La Asuncion,11.0333,-63.8833
El Tigre,8.8903,-64.26
Ciudad Guayana,8.37,-62.62
Upata,8.0204,-62.41
Puerto la Cruz,10.17,-64.68
Anaco,9.44,-64.46
Porlamar,10.9604,-63.85
La Esmeralda,3.1738,-65.5466
Guasdualito,7.24,-70.74
Valle de la Pascua,9.21,-66.02
Zaraza,9.3404,-65.32
Altagracia de Orituco,9.8504,-66.38
Carora,10.19,-70.08
Puerto Cabello,10.4704,-68.17
Maiquetia,10.6004,-66.97
Ocumare del Tuy,10.12,-66.78
Calabozo,8.9304,-67.44
Acarigua,9.5804,-69.2
Cabimas,10.43,-71.45
Santa Rita,10.5318,-71.5039
San Carlos del Zulia,9.0104,-71.92
Machiques,10.0704,-72.5499
Valera,9.32,-70.62
Punto Fijo,11.72,-70.21
Carupano,10.67,-63.23
Road Town,18.4167,-64.6167
Quang Tri,16.7504,107.2
Thanh Hoa,19.82,105.8
Vung Tau,10.3554,107.085
Play Ku,13.9833,108
Cam Ranh,11.902,109.2207
Dong Ha,16.85,107.1333
Luan Chau,21.74,103.343
My Tho,10.3504,106.35
Bac Giang,21.267,106.2
Bac Ninh,21.1861,106.0763
Quang Ngai,15.1504,108.83
Long Xuyen,10.3804,105.42
Bac Kan,22.1333,105.8333
Lao Chi,22.5014,103.966
Da Nang,16.06,108.25
Vinh Yen,21.3089,105.6049
Kon Tum,14.3838,107.9833
Son Tay,21.1382,105.505
Hanoi,21.0333,105.85
Da Lat,11.9304,108.42
Haiphong,20.83,106.6801
Hung Yen,20.6464,106.0511
Cam Pha,21.0404,107.32
Buon Me Thuot,12.667,108.05
Chau Doc,10.7004,105.1167
Tuy Hoa,13.082,109.316
Vinh,18.7,105.68
Yen Bai,21.705,104.875
Tam Ky,15.5736,108.474
Gia Nghia,12.0042,107.6907
Da Nang,16.0748,108.224
Ho Chi Minh City,10.78,106.695
Da Lat,11.9359,108.4429
Nha Trang,12.25,109.17
Cao Lanh,10.467,105.636
Dong Hoi,17.4833,106.6
Vinh Long,10.256,105.964
Truc Giang,10.235,106.375
Rach Gia,10.0154,105.0914
Soc Trang,9.6037,105.98
Can Tho,10.05,105.77
Dong Xoai,11.5349,106.8832
Hon Quan,11.6504,106.6
Hue,16.47,107.58
Vi Thanh,9.7845,105.4701
Viet Tri,21.3304,105.43
Bien Hoa,10.97,106.8301
Ha Tinh,18.3338,105.9
Kon Tum,14.3545,108.0076
Phan Rang,11.567,108.9833
Phan Thiet,10.9337,108.1001
Tan An,10.5337,106.4167
Ca Mau,9.1774,105.15
Tra Vinh,9.934,106.334
Qui Nhon,13.78,109.18
Thu Dau Mot,10.9691,106.6527
Tay Ninh,11.323,106.147
Lai Chau,22.3964,103.4582
Dien Bien Phu,21.3854,103.0161
Thai Nguyen,21.6,105.83
Thai Binh,20.4503,106.333
Son La,21.328,103.91
Phu Ly,20.5453,105.9122
Ninh Binh,20.2543,105.975
Nam Dinh,20.42,106.2
Lang Son,21.846,106.757
Hoa Binh,20.8137,105.3383
Hong Gai,20.9604,107.1
Hai Duong,20.942,106.331
Ha Giang,22.8337,104.9833
Cao Bang,22.664,106.268
Bac Lieu,9.2804,105.72
Ba Ria,10.4963,107.1684
Tuyen Quang,21.818,105.211
Port Vila,-17.7334,168.3166
Isangel,-19.5417,169.2817
Luganville,-15.5126,167.1766
Lakatoro,-16.1056,167.4189
Saratamata,-15.2869,167.9906
Sola,-13.8761,167.5517
Leava,-14.2933,-178.1583
Mata-Utu,-13.2825,-176.1736
Apia,-13.8415,-171.7386
Afega,-13.7973,-171.8531
Asau,-13.5196,-172.6378
Leulumoega,-13.823,-171.9613
Safotu,-13.4513,-172.4018
Safotulafai,-13.6715,-172.1777
Lufilufi,-13.8745,-171.5986
Mulifanua,-13.8318,-172.036
Saleaula,-13.4489,-172.3352
Samamea,-13.9338,-171.5312
Satupaitea,-13.7659,-172.3269
Vailoa,-13.7555,-172.307
Ordino,42.5563,1.5327
La Massana,42.5434,1.5148
Canillo,42.567,1.5981
Andorra,42.5,1.5165
Encamp,42.5361,1.5828
Sant Julia de Loria,42.4664,1.4933
Escaldes-Engordany,42.5085,1.5385
Al Fujayrah,25.1234,56.3375
Dubai,25.23,55.28
Ras al Khaymah,25.7915,55.9428
Umm al Qaywayn,25.5653,55.5533
Abu Dhabi,24.4667,54.3666
Ajman,25.4056,55.4618
Sharjah,25.3714,55.4065
Al Ayn,24.2305,55.74
Kabul,34.5167,69.1833
Sharan,33.1757,68.7304
Zaranj,31.112,61.887
Lashkar Gah,31.583,64.36
Kandahar,31.61,65.6949
Tarin Kowt,32.6333,65.8667
Herat,34.33,62.17
Ghazni,33.5633,68.4178
Maidan Shahr,34.3956,68.8662
Andkhvoy,36.9317,65.1015
Pol-e Khomri,35.9511,68.7011
Mazar-e Sharif,36.7,67.1
Sar-e Pul,36.2154,65.9325
Meymaneh,35.9302,64.7701
Gardiz,33.6001,69.2146
Asadabad,34.866,71.15
Jalalabad,34.4415,70.4361
Zareh Sharan,32.85,68.4167
Mehtar Lam,34.65,70.1667
Aybak,36.261,68.04
Sheberghan,36.658,65.7383
Khost,33.3395,69.9204
Farah,32.3917,62.0968
Mahmud-E Eraqi,35.0167,69.3333
Qala i Naw,34.983,63.1333
Feyzabad,37.1298,70.5792
Charikar,35.0183,69.1679
Nili,33.7218,66.1302
Bazarak,35.3129,69.5152
Kondoz,36.728,68.8725
Qalat,32.1123,66.8868
Taloqan,36.73,69.54
Mayda Shahr,34.45,68.8
Balkh,36.7501,66.8997
Baghlan,36.1393,68.6993
Bamian,34.8211,67.521
Karokh,34.4868,62.5918
Baraki Barak,33.9667,68.9667
Pul-e Alam,33.9953,69.0227
Parun,35.4206,70.9226
Chaghcharan,34.5167,65.25
Saint Johns,17.118,-61.85
The Valley,18.2167,-63.05
Berat,40.71,19.972
Korce,40.6167,20.7667
Librazhd,41.2,20.3667
Gjirokaster,40.079,20.149
Puke,42.0333,19.8833
Kruje,41.519,19.797
Tepelene,40.2833,20.0333
Rreshen,41.7833,19.8167
Corovode,40.5167,20.2333
Shkoder,42.0685,19.5188
Lushnje,40.94,19.716
Erseke,40.3333,20.6833
Bajram Curri,42.3333,20.0833
Durres,41.3178,19.4482
Burrel,41.626,20.016
Kukes,42.083,20.434
Gramsh,40.8667,20.2
Lezhe,41.788,19.654
Sarande,39.877,20
Permet,40.234,20.352
Pogradec,40.9,20.664
Elbasan,41.1215,20.0838
Peshkopi,41.6833,20.4333
Fier,40.73,19.573
Tirana,41.3275,19.8189
Vlore,40.4774,19.4982
Yerevan,40.1812,44.5136
Gyumri,40.7894,43.8475
Gavarr,40.3589,45.1267
Artashat,39.9539,44.5506
Yeghegnadzor,39.7611,45.3333
Armavir,40.1545,44.0382
Ijevan,40.8788,45.1485
Hrazdan,40.4941,44.7602
Vanadzor,40.8128,44.4883
Ashtarak,40.3017,44.3592
Kapan,39.2075,46.4058
Ijevan,40.8756,45.1492
Luiana,-17.3695,23
Mavinga,-15.7895,20.36
Benguela,-12.5783,13.4072
Cangamba,-13.6996,19.86
Cabinda,-5.5596,12.19
Xangongo,-16.74,14.97
Lubango,-14.9167,13.5
Huambo,-12.75,15.76
Chitado,-17.3196,13.92
Luena,-11.79,19.9
Mucusso,-18.0195,21.43
Ndalatando,-9.2995,14.91
Ondjiva,-17.0696,15.73
Mbanza-Congo,-6.2696,14.24
Nzeto,-7.2296,12.86
Capenda-Camulemba,-9.4196,18.43
Calulo,-9.9996,14.9
Calucinga,-11.3196,16.2
Lubango,-14.91,13.49
Songo,-7.3496,14.85
Camabatela,-8.1896,15.37
Cacolo,-10.1496,19.26
Ambriz,-7.855,13.125
Dondo,-9.69,14.43
Saurimo,-9.6596,20.39
Luanda,-8.8383,13.2344
Waku Kungo,-11.3595,15.12
Muconda,-10.5996,21.32
Quipungo,-14.8295,14.55
Uige,-7.62,15.05
Quibala,-10.7296,14.98
Menongue,-14.6666,17.7
Sumbe,-11.21,13.85
Luau,-10.7095,22.23
Caxito,-8.5795,13.66
Cazombo,-11.8896,22.9
Malanje,-9.54,16.34
Lobito,-12.37,13.5412
Soyo,-6.1296,12.37
Kuito,-12.38,16.94
Cuito Caunavale,-15.1596,19.17
Chibemba,-15.7496,14.08
Chibia,-15.1896,13.69
Camacupa,-12.0196,17.47
Cubal,-13.0396,14.24
Namibe,-15.19,12.16
Tombua,-15.8,11.86
Lucapa,-8.4196,20.74
Dundo,-7.38,20.83
San Juan,-31.55,-68.52
Los Blancos,-23.5996,-62.6
General Roca,-39.02,-67.61
Ushuaia,-54.79,-68.31
Santa Rosa,-36.62,-64.3
28 de Noviembre,-51.65,-72.3
Comondante Luis Piedrabuena,-49.9745,-68.9035
Rio Gallegos,-51.6333,-69.2166
Santa Fe,-31.6239,-60.69
Parana,-31.7333,-60.5333
San Lorenzo,-28.12,-58.77
Salta,-24.7834,-65.4166
Darregueira,-37.6996,-63.1666
Trelew,-43.25,-65.33
Rawson,-43.3,-65.1
La Rioja,-29.41,-66.85
Villalonga,-39.8829,-62.5833
Viedma,-40.8,-63
Sunchales,-30.9329,-61.5666
Rio Colorado,-38.9666,-64.0833
Pedro Luro,-39.4833,-62.6833
San Salvador de Jujuy,-24.1833,-65.3
Resistencia,-27.46,-58.99
Posadas,-27.3578,-55.8851
Paso Rio Mayo,-45.6834,-70.2666
Venado Tuerto,-33.7496,-61.97
Corrientes,-27.49,-58.81
Formosa,-26.1728,-58.1828
Las Lomitas,-24.6996,-60.6
La Plata,-34.9096,-57.96
Mar de Ajo,-36.7162,-56.6766
Cutral Co,-38.94,-69.24
Ingeniero Jacobacci,-41.3,-69.5833
Santiago del Estero,-27.7833,-64.2667
Uspallata,-32.5931,-69.346
Tucuman,-26.816,-65.2166
Comallo,-41.0333,-70.2666
El Maiten,-42.05,-71.1666
Mendoza,-32.8833,-68.8166
Neuquen,-38.95,-68.06
Cordoba,-31.4,-64.1823
Catamarca,-28.47,-65.78
Villa Rumipal,-32.1833,-64.4833
San Luis,-33.3,-66.35
Rio Tercero,-32.1796,-64.12
Malargue,-35.4661,-69.5833
Tinogasta,-28.0666,-67.5666
Rinconada,-22.4329,-66.1666
Abra Pampa,-22.7167,-65.7
Humahuaca,-23.2,-65.3499
Libertador General San Martin,-23.8195,-64.79
San Pedro,-24.2196,-64.87
Susques,-23.4167,-66.4833
Choele Choel,-39.2666,-65.6833
General Conesa,-40.1,-64.4333
San Antonio Oeste,-40.7329,-64.9333
Sierra Colorado,-40.5829,-67.8
San Carlos de Bariloche,-41.15,-71.3
Puerto Madryn,-42.77,-65.04
Telsen,-42.3996,-66.95
Sarmiento,-45.6,-69.0833
Alto Rio Sanguer,-45.0333,-70.8333
Gastre,-42.283,-69.2333
Pampa del Infierno,-26.5166,-61.1666
Charata,-27.2163,-61.2
Presidencia Roque Saenz Pena,-26.79,-60.45
Rodeo,-30.2156,-69.14
Mercedes,-33.6896,-65.47
Villa Maria,-32.41,-63.26
Las Heras,-32.825,-68.8017
Chilecito,-29.1655,-67.5
Ingeniero Guillermo N. Juarez,-23.9,-61.85
Comandante Fontana,-25.3333,-59.6833
Belen,-27.6496,-67.0333
Chumbicha,-28.8666,-66.2333
Rio Grande,-53.7914,-67.699
Puerto Deseado,-47.75,-65.9
Perito Moreno,-46.6,-70.9334
Puerto San Julian,-49.3,-67.7167
Gobernador Gregores,-48.7666,-70.25
San Martin,-33.07,-68.49
La Paz,-33.4661,-67.55
Tunuyan,-33.5662,-69.0167
San Rafael,-34.6,-68.3333
General Pico,-35.6596,-63.77
25 de Mayo,-37.8,-67.6833
Victorica,-36.2163,-65.45
Juan Jose Castelli,-25.9495,-60.6166
Victoria,-32.61,-60.18
Eldorado,-26.2,-54.6
Trancas,-26.2167,-65.2833
Chepes,-31.35,-66.6
Chamical,-30.3496,-66.3167
San Francisco,-31.43,-62.09
Concordia,-31.3896,-58.03
El Calafate,-50.3333,-72.3
Chos Malal,-37.383,-70.2666
Las Lajas,-38.5163,-70.3666
Zapala,-38.9,-70.0667
Villa Carlos Paz,-31.42,-64.5
Bell Ville,-32.6,-62.68
Rio Cuarto,-33.13,-64.35
Villa Angela,-27.5833,-60.7167
Concepcion del Uruguay,-32.48,-58.24
Gualeguaychu,-33.02,-58.52
Gualeguay,-33.15,-59.34
Comodoro Rivadavia,-45.87,-67.5
Esquel,-42.9,-71.3166
Anatuya,-28.4661,-62.8333
Dolores,-36.33,-57.69
Chascomus,-35.5662,-58.0166
Chivilcoy,-34.9,-60.04
Lincoln,-34.88,-61.5399
Goya,-29.14,-59.27
Frias,-28.6496,-65.15
Vera,-29.4662,-60.2166
Reconquista,-29.1395,-59.65
Monte Quemado,-25.7996,-62.8666
Campana,-34.16,-58.96
Zarate,-34.0896,-59.04
Lujan,-34.5796,-59.11
Mercedes,-34.66,-59.44
San Nicolas,-33.33,-60.24
Pergamino,-33.8996,-60.57
Chacabuco,-34.65,-60.49
Junin,-34.5846,-60.9589
San Ramon de la Nueva Oran,-23.14,-64.32
Tartagal,-22.55,-63.81
Joaquin V. Gonzalez,-25.0833,-64.1834
General Guemes,-24.6666,-65.05
Cerrillos,-24.8996,-65.4833
Cafayate,-26.0829,-65.9666
San Antonio de los Cobres,-24.1829,-66.35
Alta Gracia,-31.66,-64.43
Azul,-36.7796,-59.87
Lobos,-35.1849,-59.0947
Veinticinco de Mayo,-35.43,-60.18
Nueve de Julio,-35.446,-60.89
Mercedes,-29.1796,-58.08
Mar del Plata,-38,-57.58
Balcarce,-37.8333,-58.25
Juarez,-37.6655,-59.8
Coronel Suarez,-37.4666,-61.9166
Tandil,-37.32,-59.15
Carhue,-37.1829,-62.7333
Olavarria,-36.9,-60.33
Rafaela,-31.25,-61.5
San Justo,-30.7829,-60.5833
Rosario,-32.9511,-60.6663
Villa Constitucion,-33.23,-60.35
Bahia Blanca,-38.74,-62.265
Punta Alta,-38.88,-62.08
Tres Arroyos,-38.37,-60.2699
Necochea,-38.56,-58.75
Buenos Aires,-34.6025,-58.3975
Eisenstadt,47.8333,16.5333
Innsbruck,47.2804,11.41
Bregenz,47.5167,9.7667
Salzburg,47.8105,13.04
Linz,48.3192,14.2888
Wiener Neustadt,47.816,16.25
Sankt Polten,48.2,15.6333
Graz,47.0778,15.41
Klagenfurt,46.6203,14.31
Vienna,48.2,16.3666
Kingoonya,-30.8996,135.3
Port Denison,-29.2828,114.9166
Cairns,-16.8878,145.7633
Kwinana,-32.2394,115.7702
Cranbourne,-38.0996,145.2834
Port Hedland,-20.3104,118.606
Port Lincoln,-34.7332,135.8666
Port Macquarie,-31.445,152.9187
Port Pirie,-33.1911,137.99
Portland,-38.34,141.59
Proserpine,-20.4162,148.5835
Busselton,-33.6564,115.3487
Caboolture,-27.083,152.95
Cooma,-36.2396,149.12
Streaky Bay,-32.8119,134.2149
Sunbury,-37.5696,144.71
Sydney,-33.92,151.1852
Karumba,-17.4833,140.8334
Esperance,-33.8573,121.8889
Exmouth,-21.9311,114.1233
Forbes,-33.3896,148.02
Morawa,-29.2163,116
Moree,-29.4699,149.8301
Katherine,-14.4666,132.2666
Katoomba,-33.7069,150.32
Launceston,-41.4498,147.1302
Laverton,-28.627,122.404
Leeton,-34.5449,146.3973
Leonara,-28.8815,121.328
Seymour,-37.0342,145.1273
Singleton,-32.5695,151.16
Newcastle,-32.8453,151.815
Norseman,-32.2,121.7666
Batemans Bay,-35.6896,150.2073
Bathurst,-33.4196,149.57
Griffith,-34.29,146.04
Whyalla,-33.025,137.5614
Wilcannia,-31.5662,143.3833
Katanning,-33.6996,117.5501
Bongaree,-27.0787,153.1509
Bordertown,-36.3162,140.7666
Boulia,-22.8996,139.9
Bourke,-30.1,145.9333
Mackay,-21.1439,149.15
Southern Cross,-31.2161,119.3167
Ulladulla,-35.3495,150.47
